"","LCBD","LCBDrepl","LCBDrich","Longitude","Latitude","grid_bio1","grid_bio7","grid_bio12","grid_bio15","RELIEF_MN","Avg_HERMER","Avg_USP","soil_var","Rugg_avg","Rugg_range","Water.T","pH","Cond","Turb","Chl","Secchi","Alkalinity","Ca","Mg","K","Na","Si","Cl","NO2","NO3","SO4","PO4","TN","TP","DO..","DO","Carbonate","Silicate","DOC","Waterdepth","MaxDepth","Lake_area","Shore_len","Shore_dev","Vol_total","Vol_res","Vol_src","Depth_avg","Dis_avg","Res_time","Slope_100","Wshd_area","Elevation","area_sub.Basin","area_waterbody","MAT","P.season","MAP","T.season","Connectivity","X..aquatic.habitat","Ecoregion","Freshwater.ecoregion","TRI","tri1","lanfdorm","geology","land.cover","HFP2009","Bare.Desert","Barren.Tundra","Cold.Grassland","Cool.Grasses.and.Shrubs","Cool.Southern.Hemisphere.Mixed.Forests","Corn.and.Beans.Cropland","Crops.and.Town","Crops..Grass..Shrubs","Dry.Woody.Scrub","Evergreen.Broadleaf.Forests","Evergreen.Forest.and.Fields","Fields.and.Woody.Savanna","Forest.and.Field","Glacier.Ice","Grass.Crops","Hot.and.Mild.Grasses.and.Shrubs","Inland.Water","Low.Sparse.Grassland","Montane.Tropical.Forests","Rice.Paddy.and.Field","Savanna..Woods.","Sea.Water","Seasonal.Tropical.Forest","Semi.Desert.Shrubs","Shrub.Deciduous","Shrub.Evergreen","Southern.Hemisphere.Mixed.Forest","Succulent.and.Thorn.Scrub","Tropical.Degraded.Forest","Tropical.Rainforest","Upland.Tundra","Urban","Wooded.Wet.Swamp","Woody.Savanna","Barren","Grassland.and.shrubs","Forests","Savanna","Rainforest","Wetland","Agriculture","Crops.and.town","Urban.1","Inland.water","lake_depth_ratio","lake_catch_ratio","catch_vol_ratio","region","humanDensity","croplandhistoric","Component.1","Component.2","Component.3","Component.4"
"11",0.00545023329242367,0.00649131080571597,0.000726042806112889,-68.79683333,-16.8787,68.54,161.37,712.48,84.34,4008.77,0.2,183.47,14,169.1,1167,NA,NA,2100,NA,NA,NA,NA,91.96,35.66,277,16.6,1.3657,303.551,NA,0.3163,321.051,NA,NA,0.0103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3821,258.5,52.4,81,98,526,2344,0.0064,0.678328892,"Central Andean dry puna",337,1.625,0.423077,1,2,"Cold Grassland",8.281452179,0,0,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,56.53,0,10.84,0,0,0,0,6.99,0,0,0,0,99.86,0,0,0,0,0,0,0,0.15,NA,NA,NA,"Desaguadero-SAltiplano",101.039359211922,3.22036561965942,-1.46665241976643,2.28439917566682,0.724608277757196,-0.0646121628775948
"12",0.00541428956558418,0.00657467051996739,0.000257463839168421,-67.04775,-18.3736,95.25,147.56,795.13,86.84,3525.39,0.12,48.36,13,344.48,1013,NA,5.75,5100,NA,NA,NA,NA,226,66.45,507,20.3,13.186,766.836,NA,0.0049,881.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3701,41,4.861269951,91,112,333,3059,0.0056,8.442432097,"Central Andean dry puna",337,0.25,0.362508,6,2,"Upland Tundra",13.78853035,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,8.27,0,0.1,0,0,0,0,35.15,0,16.75,0,0,0,0,38.57,0,0,0.43,0,91.16,0.1,0.43,0,0,0,0,0,8.27,NA,NA,NA,"Desaguadero-SAltiplano",292.266129302979,0.858060082793236,-2.01182970525983,2.24209531944494,1.08800800493814,-0.243272388920244
"13",0.0056510256818189,0.00593049481134686,0.00186837220339284,-68.67813333,-17.21141667,68.54,161.37,712.48,84.34,4008.77,0.2,183.47,14,169.1,1167,NA,NA,2000,NA,NA,NA,NA,81.4,36.35,220,16.6,1.8632,289.453,NA,0.4035,279.932,NA,NA,0.0198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3811,212.3,37.6,85,101,424,2524,0.0016,0.133967064,"Central Andean dry puna",337,2.25,0.334446,6,4,"Shrub Deciduous",7.258657455,0,0,4.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,48.13,0,46.54,0,0,0,0,0,0,0,0,0,98.69,0,0,0,0,0,0,0,1.3,NA,NA,NA,"Desaguadero-SAltiplano",414.881741333008,4.02597942352295,-1.38875008293567,2.20304843340073,0.664183659957604,-0.0673832431404358
"14",0.00602063591962539,0.00385799452342662,0.0174560231187898,-67.0862,-18.19896667,95.25,147.56,795.13,86.84,3525.39,0.12,48.36,13,344.48,1013,NA,4.5,2380,NA,NA,NA,NA,89.03,24.43,328,20.3,5.273,445.173,NA,0.3022,230.95,NA,NA,0.0291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3707,171.4,87.7,85,101,350,3152,0.0056,8.442432097,"Central Andean dry puna",337,0.625,0.585022,4,2,"Inland Water",8.257024765,0,0,1.89,0,0,0,0.14,0,0,0,0,0,0,0,0,0,16.13,0,0.32,0,0,0,0,21.58,0,11.66,0,0,0,0,48.15,0,0,0.1,0,83.28,0.32,0.1,0,0,0,0.14,0,16.13,NA,NA,NA,"Desaguadero-SAltiplano",140.471836090088,1.97175768017769,-1.15225315461127,3.33274833288424,0.473758780955997,-0.179488547196321
"15",0.0061586845387463,0.00549583843449154,0.00762066206393884,-66.9962,-18.55251667,58.15,226.71,213.66,120.45,4172.43,0.23,37.49,6,152.93,644,NA,5.5,22900,NA,NA,NA,NA,833.5,209.8,2780,144,9.631,3867.941,NA,0.0137,3102.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3700,94.3,183.9,96,115,316,2996,0.0056,8.442432097,"Central Andean dry puna",337,0.75,0.5625,4,5,"Upland Tundra",4.344708443,5.58,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,19.29,0,0.1,0,0,0,0,23.46,0,5.53,0,0,0,0,39.71,0,0,0.76,5.58,74.26,0.1,0.76,0,0,0,0,0,19.29,NA,NA,NA,"Desaguadero-SAltiplano",408.530500793457,0.440872818231583,-3.42969268445469,2.56893074387829,1.24068433028413,-0.384022652619684
"16",0.00523892657291994,0.00434625651469446,0.00738176056069032,-68.63476667,-17.29288333,68.54,161.37,712.48,84.34,4008.77,0.2,183.47,14,169.1,1167,NA,NA,888,NA,NA,NA,NA,41.28,14.367,107.6,14.4,24.22,140.193,NA,0.0331,68.958,NA,NA,0.2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3814,204.8,50.9,86,102,397,2551,0.0136,2.361210299,"Central Andean dry puna",337,0.875,0.54126,4,2,"Shrub Deciduous",13.05243301,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,0,0,33.49,0,60.95,0,0,0,0,1.06,0,0,0,0,97.29,0,0,0,0,0,0,0,2.66,NA,NA,NA,"Desaguadero-SAltiplano",452.531640625,4.54501855373383,-0.605085298142994,2.06130942499236,-0.0604951264300573,-0.0724565341745522
"17",0.00550083268078118,0.00376033429956661,0.0129085943434892,-67.01645,-18.3827,95.25,147.56,795.13,86.84,3525.39,0.12,48.36,13,344.48,1013,NA,5.5,51800,NA,NA,NA,NA,412,128.25,356,8830,356,13762.29,NA,NA,1122.52,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3710,57.2,57.2,91,112,333,3061,0.0056,8.442432097,"Central Andean dry puna",337,2.25,0.132554,4,5,"Semi Desert Shrubs",11.15988445,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,7.82,0,0.1,0,0,0,0,35.79,0,17.33,0,0,0,0,37.59,0,0,0.63,0,91.41,0.1,0.63,0,0,0,0,0,7.82,NA,NA,NA,"Desaguadero-SAltiplano",292.266129302979,0.858060082793236,-3.56473828668747,2.44376554942283,-0.396655178080201,-0.242132838342139
"18",0.00561318312211582,0.00494634176428378,0.00773773740208199,-68.42196667,-17.50253333,68.54,161.37,712.48,84.34,4008.77,0.2,183.47,14,169.1,1167,NA,NA,258,NA,NA,NA,NA,19.23,2.418,35,3.41,19.755,6.374,NA,NA,22.277,NA,NA,0.1849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3793,154.9,37.6,86,104,371,2613,0.0136,2.361210299,"Central Andean dry puna",337,2.75,0.478745,4,2,"Upland Tundra",2.255211353,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02,0,0,0,0,0,0,2.05,0,37.9,0,0,0,0,55.23,0,0,0,0,95.98,0,0,0,0,0,0,0,4.02,NA,NA,NA,"Desaguadero-SAltiplano",432.465240478516,3.34131150841713,0.795106767987467,1.8688074303621,-0.0798903228391226,-0.0162687254679829
"19",0.00595369243367757,0.0056974350491185,0.00590039686035927,-71.52088611,-14.08415833,85.38,120.33,924.72,81.92,3608.05,0.18,204.43,13,589.79,1601,NA,NA,1323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.54,2.8,1.08,4.34,NA,3,8.1,0.7,72.1,10.28,31,3707,71.4,190.1,88,86,794,1757,0.0012,2.511709063,"Central Andean wet puna",312,0,0.129745,1,2,"Cold Grassland",12.32223511,0,0,59.06,0,0,0,0,0,0,0,2.69,0.82,3.24,0,0,1.31,3.24,0,0,0,0,0,0,28.01,0,1.19,0,0,0,0,0,0,0,0.5,0,89.57,5.93,1.32,0,0,0,0,0,3.24,0.0666666666666667,0.0174193548387097,7.14285714285714,"Peruvian Andes",974.081274414062,2.49763959050179,-0.766015493459457,0,0,0
"20",0.00625402342136591,0.00452051661793309,0.0144890200489901,-73.31976389,-13.61605278,85.38,120.33,924.72,81.92,3608.05,0.18,204.43,13,589.79,1601,14,8.46,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54,NA,NA,NA,NA,30,6.83,11.26,1.22,139.59,NA,3,20.4,2.74,589.2,8.84,152.9,3101,6.9,91.1,131,76,937,969,8e-04,0.32438038,"Peruvian Yungas",312,0,-9999,1,2,"Evergreen Forest and Fields",8.254134178,0,0,56.2,0,0,0.08,0.24,12.46,0,0,20.92,0.23,0.15,0,0,4.11,0.44,0,0,0.54,0,0,0,0.5,0,0.05,0,0,0.46,0.21,0,0,0,3.57,0,73.32,21.53,3.8,0.21,0,0.62,0.24,0,0.44,0.334803921568627,0.0446697187704382,1.09535066981875,"Peruvian Andes",869.490641784668,3.88155890703201,0.650460768766608,-0.476669800726952,0.621526594314056,0.0151377613104142
"21",0.00654566759178634,0.00395583970967134,0.0232162990930335,-70.4972,-32.2571,67.44,268.75,723.86,95.38,2038.87,0.29,148.14,17,515.13,1603,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.1,NA,NA,NA,NA,NA,NA,NA,0.55,3,1.14,4.98,NA,3,9,0.04,1646.5,12.74,7.3,3043,129.8,0.692,30,92,299,3748,4e-04,0.027711936,"Southern Andean steppe",341,NA,0.459371,3,1,"Upland Tundra",5.253212929,46.04,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,25.43,4.96,0,0,0,20.14,0,0,0.37,46.04,48.61,4.96,0.37,0,0,0,0,0,0,0.0611111111111111,0.0753424657534247,1.46586345381526,"Chile-Andean",18.934512424469,0.000190339097753167,3.16635802062817,0,0,0
"22",0.00659323504342117,0.00448880930207307,0.0192828558477694,-70.558,-32.6,67.44,268.75,723.86,95.38,2038.87,0.29,148.14,17,515.13,1603,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2467,120.2,0.074,72,95,334,3806,0,0,"Chilean matorral",341,NA,0.401392,3,2,"Shrub Deciduous",6.253212929,21.09,0,0.42,0,0,0,1.62,5.96,0,0,0,0.7,0,0,0,2.18,0,0,0,0,0,0,0,23.66,0,15.15,20.03,0,0,0,8.85,0,0,0.4,21.09,56.22,20.03,1.1,0,0,0,1.62,0,0,NA,NA,NA,"Chile-Andean",23.1579859733582,0.000209810481464956,4.1297643173698,-6.03682782642435e-17,0,0
"23",0.00646211639165821,0.00830791717939179,0.000450569226583847,-70.549,-35.177,47.88,264.05,796.33,85.1,2305.75,0.31,151.45,12,452.14,1231,NA,8,NA,NA,NA,NA,42.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.01,NA,NA,NA,NA,NA,NA,NA,4.33,10.05,1.36,96.18,NA,3,22.2,1.03,1080.8,11.45,38.1,2547,4.2,12.3,48,83,788,4249,8e-04,0.478779401,"Valdivian temperate forests",341,NA,0.166783,4,1,"Bare Desert",3.250087738,48.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.64,0,0,0,0,0,0,1.67,0,14.4,0.28,0,0,0,20.53,0,0,13.92,48.44,36.73,0.28,13.92,0,0,0,0,0,0.64,0.195045045045045,0.113648293963255,0.396132252027449,"Chile-Andean",22.3926518917084,0.000355213572038338,-1.65067346308,3.01841391321217e-17,0,0
"24",0.0064673558985662,0.00854777817849533,0.000195861024337573,-70.125,-33.648,67.44,268.75,723.86,95.38,2038.87,0.29,148.14,17,515.13,1603,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,298.12,NA,NA,NA,NA,2.9,NA,NA,5.15,14.46,1.8,181.89,NA,3,35.3,0.85,2468,18.62,56.3,2700,7.4,7.649,61,86,556,4209,0.0012,0.700967075,"Southern Andean steppe",341,NA,-9999,4,1,"Inland Water",1.757507324,52.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0.5,0,22.18,8.95,0,0,0,6.83,0,0,7.97,52.44,29.51,8.95,7.97,0,0,0,0,0,1.16,0.145892351274788,0.0914742451154529,0.309527736544065,"Chile-Andean",201.60143661499,0.00128948690835387,7.98338950433635,-1.20736556528487e-16,0,0
"25",0.00646831336022815,0.00850792955901664,0.00021064255058163,-70.317,-34.0299,67.44,268.75,723.86,95.38,2038.87,0.29,148.14,17,515.13,1603,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3279,211.8,0.217,19,86,630,4088,0,0,"Valdivian temperate forests",341,NA,0.473694,4,1,"Bare Desert",2.251257896,59.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0,25.68,3.64,0,0,0,2.19,0,0,6.19,59.67,30.46,3.64,6.19,0,0,0,0,0,0,NA,NA,NA,"Chile-Andean",78.0368995666504,0.000767107558203861,9.91020209781962,0,0,0
"26",0.00552408559697884,0.00642742159994404,0.000205919572055174,-70.585,-32.087,67.44,268.75,723.86,95.38,2038.87,0.29,148.14,17,515.13,1603,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,0.1,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928,190.3,0.073,98,94,251,3686,4e-04,0.027711936,"Chilean matorral",341,NA,0.25675,4,1,"Shrub Evergreen",6.728223801,24.33,0,0.17,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67,0,38.98,19.34,0,0,0,10.59,0,0,1.87,24.33,54.47,19.34,1.87,0,0,0,0,0,0,NA,NA,NA,"Chile-Andean",42.3892683029175,0.352652370557189,7.98338950433635,-1.20736556528487e-16,0,0
